id,year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,youtube_url
bch,2015,hu,Hungary,Boggie,Wars For Nothing,20.0,1.0,22.0,10.0,20.0,19.0,8.0,67.0,,,,,Áron Sebestyén;Boggie,Sára Hélène Bori,https://youtube.com/watch?v=gzHNFFSFTIs
bci,2015,es,Spain,Edurne,Amanecer,21.0,,21.0,,21.0,15.0,,,,,,,Peter Boström;Thomas G:son;Tony Sánchez-Ohlsson,,https://youtube.com/watch?v=NsMiJJlElAY
bcj,2015,cy,Cyprus,John Karayiannis,One Thing I Should Have Done,22.0,2.0,11.0,15.0,22.0,11.0,6.0,87.0,,,,,Mike Connaris,,https://youtube.com/watch?v=r7qMNtK9uM8
bck,2015,pl,Poland,Monika Kuszyńska,In The Name Of Love,23.0,2.0,18.0,17.0,23.0,10.0,8.0,57.0,,,,,Kuba Raczyński,Monika Kuszyńska,https://youtube.com/watch?v=VBI8TQXi--M
bcl,2015,gb,United Kingdom,Electro Velvet,Still in Love with You,24.0,,5.0,,24.0,5.0,,,,,,,Adrian Bax White;David Mindel,,https://youtube.com/watch?v=Ethyx4A5ajM
bcm,2015,fr,France,Lisa Angell,N’oubliez pas,25.0,,2.0,,25.0,4.0,,,,,,,Michel Illouz;M. Albert,Laure Izon;M. Albert,https://youtube.com/watch?v=tJful-Jtc9o
bcn,2015,at,Austria,The Makemakes,I Am Yours,26.0,,14.0,,26.0,0.0,,,,,,,Dominic Muhrer;Florian Meindl;Jimmy Harry;Markus Christ,,https://youtube.com/watch?v=-f993p0CAV8
bco,2015,de,Germany,Ann Sophie,Black Smoke,27.0,,17.0,,27.0,0.0,,,,,,,Ella McMahon;Michael Harwood;Tonino Speciale,,https://youtube.com/watch?v=DGMJOchTRPc
bcp,2015,md,Moldova,Eduard Romanyuta,I Want Your Love,28.0,1.0,,1.0,,,11.0,41.0,,,,,Erik Lewander;Hayley Aitken;Tom Andrews,,https://youtube.com/watch?v=px1MoZ0k7qY
bcq,2015,mt,Malta,Amber,Warrior,29.0,2.0,,5.0,,,11.0,43.0,,,,,Elton Zarb,Matt Mercieca,https://youtube.com/watch?v=SaJxu3vorLc
bcr,2015,by,Belarus,Uzari & Maimuna,Time,30.0,1.0,,11.0,,,12.0,39.0,,,,,Yuri Navrotsky,Maimuna;Svetlana Geraskova,https://youtube.com/watch?v=Cwjm1lRV4N4
bcs,2015,ie,Ireland,Molly Sterling,Playing With Numbers,31.0,2.0,,2.0,,,12.0,35.0,,,,,Greg French;Molly Sterling,Greg French,https://youtube.com/watch?v=3B5sdNJF0lk
bct,2015,dk,Denmark,Anti Social Media,The Way You Are,32.0,1.0,,13.0,,,13.0,33.0,,,,,Chief 1;Remee,,https://youtube.com/watch?v=J--Tgi_iZQ8
bcu,2015,nl,Netherlands,Trijntje Oosterhuis,Walk Along,33.0,1.0,,4.0,,,14.0,33.0,,,,,Tobias Karlsson,Anouk Teeuwe,https://youtube.com/watch?v=O_fs4SPGyF0
bcv,2015,cz,Czech Republic,Marta Jandová & Václav Noid Bárta,Hope Never Dies,34.0,2.0,,8.0,,,13.0,33.0,,,,,Václav Noid Bárta,Tereza Šoralová,https://youtube.com/watch?v=SLz6VeSPXjA
bcw,2015,mk,North Macedonia,Daniel Kajmakoski,Autumn Leaves,35.0,1.0,,8.0,,,15.0,28.0,,,,,Joacim Persson,,https://youtube.com/watch?v=TtSum7ouImU
bcx,2015,pt,Portugal,Leonor Andrade,Há um mar que nos Separa,36.0,2.0,,7.0,,,14.0,19.0,,,,,Miguel Gameiro,,https://youtube.com/watch?v=vE-LqXkb0ok
bcy,2015,is,Iceland,María Ólafsdóttir,Unbroken,37.0,2.0,,12.0,,,15.0,14.0,,,,,Ásgeir Orri Ásgeirsson;Pálmi Ragnar Ásgeirsson;Sæþór Kristjánsson,Ásgeir Orri Ásgeirsson;María Ólafsdóttir;Pálmi Ragnar Ásgeirsson;Sæþór Kristjánsson,https://youtube.com/watch?v=0Jl-Hr137uM
bcz,2015,fi,Finland,Pertti Kurikan Nimipäivät,Aina Mun Pitää,38.0,1.0,,5.0,,,16.0,13.0,,,,,Kari Aalto;Pertti Kurikka;Sami Helle;Toni Välitalo,,https://youtube.com/watch?v=v4Y0HOPL5GU
bc0,2015,sm,San Marino,Michele Perniola & Anita Simoncini,Chain Of Lights,39.0,2.0,,3.0,,,16.0,11.0,,,,,Ralph Siegel,John O'Flynn,https://youtube.com/watch?v=FE1KJYNvVAE
bc1,2015,ch,Switzerland,Mélanie René,Time To Shine,40.0,2.0,,14.0,,,17.0,4.0,,,,,Mélanie René,,https://youtube.com/watch?v=ya1r_nFHiCQ
bc2,2016,ua,Ukraine,Jamala,1944,1.0,2.0,21.0,14.0,1.0,534.0,2.0,287.0,323.0,211.0,152.0,135.0,Jamala,,https://youtube.com/watch?v=B-rnM-MwRHY
bc3,2016,au,Australia,Dami Im,Sound of Silence,2.0,2.0,13.0,10.0,2.0,511.0,1.0,330.0,191.0,320.0,142.0,188.0,Anthony Egizii;David Musumeci,,https://youtube.com/watch?v=5ymFX91HwM0
bc4,2016,ru,Russia,Sergey Lazarev,You Are the Only One,3.0,1.0,18.0,9.0,3.0,491.0,1.0,342.0,361.0,130.0,194.0,148.0,Dimitris Kontopoulos;Philipp Kirkorov,John Ballard;Ralph Charlie,https://www.youtube.com/watch?v=gEpUgRtXBss
bc5,2016,bg,Bulgaria,Poli Genova,If Love Was a Crime,4.0,2.0,8.0,12.0,4.0,307.0,5.0,220.0,180.0,127.0,122.0,98.0,Borislav Milanov;Joacim Persson;Sebastian Arman,Borislav Milanov;Joacim Persson;Poli Genova;Sebastian Arman,https://youtube.com/watch?v=PQqUTigWKHY
bc6,2016,se,Sweden,Frans,If I Were Sorry,5.0,,9.0,,5.0,261.0,,,139.0,122.0,,,Frans Jeppsson Wall;Fredrik Andersson;Michael Saxell;Oscar Fogelström,,https://youtube.com/watch?v=2AIPrVchJN8
bc7,2016,fr,France,Amir,J'ai Cherché,6.0,,11.0,,6.0,257.0,,,109.0,148.0,,,Amir Haddad;Johan Errami;Nazim Khaled,Amir Haddad;Nazim Khaled,https://youtube.com/watch?v=-aLPsiyavcU
bc8,2016,am,Armenia,Iveta Mukuchyan,LoveWave,7.0,1.0,26.0,7.0,7.0,249.0,2.0,243.0,134.0,115.0,116.0,127.0,Levon Navasardyan;Lilith Navasardyan,Iveta Mukuchyan;Stephanie Crutchfield,https://youtube.com/watch?v=nL066Rp7J7k
bc9,2016,pl,Poland,Michał Szpak,Color of Your Life,8.0,2.0,12.0,2.0,8.0,229.0,6.0,151.0,222.0,7.0,131.0,20.0,Andy Palmer,Kamil Varen,https://youtube.com/watch?v=87BBmxm7IJU
bda,2016,lt,Lithuania,Donny Montell,I've Been Waiting for This Night,9.0,2.0,16.0,9.0,9.0,200.0,4.0,222.0,96.0,104.0,118.0,104.0,Beatrice Robertsson;Jonas Thander,,https://youtube.com/watch?v=O1wS7NNCo38
bdb,2016,be,Belgium,Laura Tesoro,What's the Pressure,10.0,2.0,1.0,18.0,10.0,181.0,3.0,274.0,51.0,130.0,135.0,139.0,Louis Favre;Sanne Putseys;Yannick Werther,Birsen Uçar;Sanne Putseys,https://youtube.com/watch?v=xDBjhAGaeWg
bdc,2016,nl,Netherlands,Douwe Bob,Slow Down,11.0,1.0,3.0,6.0,11.0,153.0,5.0,197.0,39.0,114.0,95.0,102.0,Douwe Bob Posthuma;Jan Peter Hoekstra;Jeroen Overman;Matthijs van Duijvenbode,Douwe Bob Posthuma;Jan Peter Hoekstra;Jeroen Overman,https://youtube.com/watch?v=PwF9DI89q1w
bdd,2016,mt,Malta,Ira Losco,Walk on Water,12.0,1.0,22.0,18.0,12.0,153.0,3.0,209.0,16.0,137.0,54.0,155.0,Ira Losco;Lisa Desmond;Molly Pettersson Hammar;Tim Larsson;Tobias Lundgren,,https://youtube.com/watch?v=58YS5m3EYVY
bde,2016,at,Austria,Zoë,Loin d'ici,13.0,1.0,24.0,12.0,13.0,151.0,7.0,170.0,120.0,31.0,133.0,37.0,Christof Straub;Zoë Straub,,https://youtube.com/watch?v=3xuPYt5i5cE
bdf,2016,il,Israel,Hovi Star,Made of Stars,14.0,2.0,7.0,4.0,14.0,135.0,7.0,147.0,11.0,124.0,20.0,127.0,Doron Medalie,,https://youtube.com/watch?v=SS5TB2XUdgs
bdg,2016,lv,Latvia,Justs,Heartbeat,15.0,2.0,20.0,1.0,15.0,132.0,8.0,132.0,63.0,69.0,68.0,64.0,Aminata Savadogo,,https://youtube.com/watch?v=o-2Lt7zzlBU
bdh,2016,it,Italy,Francesca Michielin,No Degree of Separation,16.0,,6.0,,16.0,124.0,,,34.0,90.0,,,Cheope;Fabio Gargiulo;Federica Abbate,Federica Abbate;Francesca Michielin;Norma Jean Martine,https://youtube.com/watch?v=YfnhDfy8AjU
bdi,2016,az,Azerbaijan,Samra,Miracle,17.0,1.0,4.0,14.0,17.0,117.0,6.0,185.0,73.0,44.0,93.0,92.0,Amir Aly;Henrik Wikström;Jakke Erixson,,https://youtube.com/watch?v=cB8eSLyffsI
bdj,2016,rs,Serbia,Sanja Vučić ZAA,Goodbye (Shelter),18.0,2.0,15.0,6.0,18.0,115.0,10.0,105.0,80.0,35.0,50.0,55.0,Ivana Peters,,https://youtube.com/watch?v=yTlxLiSQWjk
bdk,2016,hu,Hungary,Freddie,Pioneer,19.0,1.0,5.0,4.0,19.0,108.0,4.0,197.0,56.0,52.0,119.0,78.0,Zé Szabó,Borbála Csarnai,https://youtube.com/watch?v=bT2DcpqvorI
bdl,2016,ge,Georgia,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,20.0,2.0,23.0,16.0,20.0,104.0,9.0,123.0,24.0,80.0,39.0,84.0,Kote Kalandadze;Thomas G:son,Kote Kalandadze,https://youtube.com/watch?v=rviE2-9eiTI
bdm,2016,cy,Cyprus,Minus One,Alter Ego,21.0,1.0,14.0,11.0,21.0,96.0,8.0,164.0,53.0,43.0,93.0,71.0,Antonis Loizides;Chris J;Constantinos Amerikanos;François Micheletto;Harrys Pari;Thomas G:son,,https://youtube.com/watch?v=idUxTqmCFR0
bdn,2016,es,Spain,Barei,Say Yay!,22.0,,19.0,,22.0,77.0,,,10.0,67.0,,,Barei;Rubén Villanueva;Víctor Púa,,https://youtube.com/watch?v=EgbjNsxehrY
bdo,2016,hr,Croatia,Nina Kraljić,Lighthouse,23.0,1.0,17.0,5.0,23.0,73.0,10.0,133.0,33.0,40.0,53.0,80.0,Andreas Grass;Nikola Paryla,,https://youtube.com/watch?v=8QUM-_EbE2o
bdp,2016,gb,United Kingdom,Joe & Jake,You're Not Alone,24.0,,25.0,,24.0,62.0,,,8.0,54.0,,,Justin J. Benson;Matt Schwartz;S. Kanes,,https://youtube.com/watch?v=XgGahKsBtts
bdq,2016,cz,Czech Republic,Gabriela Gunčíková,I Stand,25.0,1.0,2.0,10.0,25.0,41.0,9.0,161.0,0.0,41.0,41.0,120.0,Christian Schneider;Sara Biglert,Aidan O'Connor;Sara Biglert,https://youtube.com/watch?v=wVy3rTNSN4Y
bdr,2016,de,Germany,Jamie-Lee Kriewitz,Ghost,26.0,,10.0,,26.0,11.0,,,10.0,1.0,,,Anna Leyne;Conrad Hensel;Thomas Burchia,Anna Leyne,https://youtube.com/watch?v=bHDHi37bboE
bds,2016,ba,Bosnia & Herzegovina,Dalal & Deen feat. Ana Rucner & Jala,Ljubav Je,27.0,1.0,,17.0,,,11.0,104.0,,,78.0,26.0,Almir Ajanović,Almir Ajanović;Jasmin Fazlić,https://youtube.com/watch?v=QLrXmTB8OaY
bdt,2016,mk,North Macedonia,Kaliopi,Dona,28.0,2.0,,8.0,,,11.0,88.0,,,54.0,34.0,Romeo Grill,Kaliopi,https://youtube.com/watch?v=uIIzwFoE6ME
bdu,2016,by,Belarus,Ivan,Help You Fly,29.0,2.0,,5.0,,,12.0,84.0,,,52.0,32.0,Viktor Drobysh,Alexander Ivanov;Mary Susan Applegate;Timofei Leontiev,https://youtube.com/watch?v=pM07r57QqGg
bdv,2016,sm,San Marino,Serhat,I Didn't Know,30.0,1.0,,8.0,,,12.0,68.0,,,49.0,19.0,Olcayto Ahmet Tuğsuz,Nektarios Tyrakis,https://www.youtube.com/watch?v=l5arNtTYK1s
bdw,2016,no,Norway,Agnete,Icebreaker,31.0,2.0,,15.0,,,13.0,63.0,,,34.0,29.0,Agnete Kristin Johnsen;Gabriel Alares;Ian Curnow,,https://youtube.com/watch?v=ACLcqZMwCSo
bdx,2016,me,Montenegro,Highway,The Real Thing,32.0,1.0,,15.0,,,13.0,60.0,,,14.0,46.0,Luka Vojvodić;Maro Market;Srđan Sekulović Skansi,Srđan Sekulović Skansi,https://youtube.com/watch?v=FgKehisElQI
bdy,2016,si,Slovenia,ManuElla,Blue and Red,33.0,2.0,,11.0,,,14.0,57.0,,,8.0,49.0,Manuela Brečko;Marjan Hvala,Leon Oblak,https://youtube.com/watch?v=ulI3F1T82is
bdz,2016,is,Iceland,Greta Salóme,Hear Them Calling,34.0,1.0,,16.0,,,14.0,51.0,,,24.0,27.0,Greta Salóme Stefánsdóttir,,https://youtube.com/watch?v=6osxLLPLUDk
bd0,2016,fi,Finland,Sandhja,Sing It Away,35.0,1.0,,1.0,,,15.0,51.0,,,16.0,35.0,Markus Savijoki;Milos Rosas;Petri Matara;Sandhja Kuivalainen,Heikki Korhonen;Markus Savijoki;Milos Rosas;Petri Matara;Sandhja Kuivalainen,https://youtube.com/watch?v=oAQIPxgQkM8
bd1,2016,ie,Ireland,Nicky Byrne,Sunlight,36.0,2.0,,7.0,,,15.0,46.0,,,31.0,15.0,Nicky Byrne;Ronan Hardiman;Wayne Hector,Molly Sterling;Nicky Byrne;Ronan Hardiman;Wayne Hector,https://youtube.com/watch?v=ezJsUMD-y-I
bd2,2016,al,Albania,Eneda Tarifa,Fairytale,37.0,2.0,,17.0,,,16.0,45.0,,,35.0,10.0,Olsa Toqi,,https://youtube.com/watch?v=jdT5EGcTjYw
bd3,2016,gr,Greece,Argo,Utopian Land,38.0,1.0,,2.0,,,16.0,44.0,,,22.0,22.0,Vladimiros Sofianidis,,https://youtube.com/watch?v=55ubbjAzwYA
bd4,2016,dk,Denmark,Lighthouse X,Soldiers of Love,39.0,2.0,,13.0,,,17.0,34.0,,,24.0,10.0,Daniel Lund Jørgensen;Johannes Nymark;Katrine Klith Andersen;Martin Skriver;Sebastian F. Ovens;Søren Bregendal,,https://youtube.com/watch?v=jGz12i-wGd0
bd5,2016,md,Moldova,Lidia Isac,Falling Stars,40.0,1.0,,3.0,,,17.0,33.0,,,9.0,24.0,Ellen Berg;Gabriel Alares;Leonid Gutkin;Sebastian Lestapier,,https://youtube.com/watch?v=LlhV-E6leTI
bd6,2016,ch,Switzerland,Rykka,The Last of Our Kind,41.0,2.0,,3.0,,,18.0,28.0,,,3.0,25.0,Jeff Dawson;Mike James;Rykka;Warne Livesey,,https://youtube.com/watch?v=HZI0_aR7BuA
bd7,2016,ee,Estonia,Jüri Pootsmann,Play,42.0,1.0,,13.0,,,18.0,24.0,,,15.0,9.0,Fred Krieger;Stig Rästa;Vallo Kikas,,https://youtube.com/watch?v=g0-j0Eh8VNA
bd8,2017,pt,Portugal,Salvador Sobral,Amar Pelos Dois,1.0,1.0,11.0,9.0,1.0,758.0,1.0,370.0,376.0,382.0,197.0,173.0,Luísa Sobral,,https://youtube.com/watch?v=Qotooj7ODCM
bd9,2017,bg,Bulgaria,Kristian Kostov,Beautiful Mess,2.0,2.0,25.0,15.0,2.0,615.0,1.0,403.0,337.0,278.0,204.0,199.0,Alex Omar;Alexander V. Blay;Borislav Milanov;Joacim Persson;Sebastian Arman,,https://youtube.com/watch?v=OMmm-G078LM
bea,2017,md,Moldova,Sunstroke Project,Hey Mamma,3.0,1.0,7.0,12.0,3.0,374.0,2.0,291.0,264.0,110.0,180.0,111.0,Anton Ragoza;Mihail Cebotarenco;Sergei Yalovitsky;Sergey Stepanov,Alina Galetskaya,https://youtube.com/watch?v=SWaQdHoCvYk
beb,2017,be,Belgium,Blanche,City Lights,4.0,1.0,23.0,5.0,4.0,363.0,4.0,165.0,255.0,108.0,125.0,40.0,Emmanuel Delcourt;Pierre Dumoulin,Ellie Delvaux;Pierre Dumoulin,https://youtube.com/watch?v=oxsCmChDYwA
bec,2017,se,Sweden,Robin Bengtsson,I Can't Go On,5.0,1.0,24.0,1.0,5.0,344.0,3.0,227.0,126.0,218.0,103.0,124.0,David Kreuger;K-One;Robin Stjernberg,,https://youtube.com/watch?v=RjH_4oYqLw4
bed,2017,it,Italy,Francesco Gabbani,Occidentali's Karma,6.0,,9.0,,6.0,334.0,,,208.0,126.0,,,Fabio Ilacqua;Francesco Gabbani;Luca Chiaravalli,,https://youtube.com/watch?v=KieE_MLv-ZY
bee,2017,ro,Romania,Ilinca feat. Alex Florea,Yodel It!,7.0,2.0,20.0,5.0,7.0,282.0,6.0,174.0,224.0,58.0,148.0,26.0,Mihai Alexandru,Alexa Niculae,https://youtube.com/watch?v=ZSHc7iDuBCQ
bef,2017,hu,Hungary,Joci Pápai,Origo,8.0,2.0,8.0,7.0,8.0,200.0,2.0,231.0,152.0,48.0,165.0,66.0,József Pápai,,https://www.youtube.com/watch?v=WVW_vZHYnkk
beg,2017,au,Australia,Isaiah Firebrace,Don't Come Easy,9.0,1.0,14.0,3.0,9.0,173.0,6.0,160.0,2.0,171.0,21.0,139.0,Anthony Egizii;David Musumeci;Michael Angelo,,https://youtube.com/watch?v=YTCP4S1dqwA
beh,2017,no,Norway,Jowst,Grab the Moment,10.0,2.0,17.0,12.0,10.0,158.0,5.0,189.0,29.0,129.0,52.0,137.0,Joakim With Steen,Jonas McDonnell,https://youtube.com/watch?v=U-Bk0PCotY0
bei,2017,nl,Netherlands,OG3NE,Lights And Shadows,11.0,2.0,6.0,6.0,11.0,150.0,4.0,200.0,15.0,135.0,51.0,149.0,Rick Vol;Rory de Kievit,Rick Vol,https://youtube.com/watch?v=_9XsCqGg8ls
bej,2017,fr,France,Alma,Requiem,12.0,,26.0,,12.0,135.0,,,90.0,45.0,,,Nazim Khaled,Alexandra Maquet;Nazim Khaled,https://youtube.com/watch?v=HjiLKsLQl4I
bek,2017,hr,Croatia,Jacques Houdek,My Friend,13.0,2.0,13.0,11.0,13.0,128.0,8.0,141.0,103.0,25.0,104.0,37.0,Jacques Houdek;Siniša Reljić;Tony Malm,Arjana Kunštek;Fabrizio Laucella;Ines Prajo;Jacques Houdek,https://youtube.com/watch?v=4Sya_GIxsw0
bel,2017,az,Azerbaijan,Dihaj,Skeletons,14.0,1.0,12.0,8.0,14.0,120.0,8.0,150.0,42.0,78.0,63.0,87.0,Isa Melikov,Sandra Bjurman,https://youtube.com/watch?v=g_HSRHqd_7s
bem,2017,gb,United Kingdom,Lucie Jones,Never Give Up on You,15.0,,18.0,,15.0,111.0,,,12.0,99.0,,,Daniel Salcedo;Emmelie de Forest;Lawrie Martin,,https://youtube.com/watch?v=Fl1GYTg4GmA
ben,2017,at,Austria,Nathan Trent,Running On Air,16.0,2.0,4.0,2.0,16.0,93.0,7.0,147.0,0.0,93.0,32.0,115.0,Bernhard Penzias;Nathan Trent,,https://youtube.com/watch?v=gJIjZF5sgzg
beo,2017,by,Belarus,Naviband,Historyja Majho Zyccia,17.0,2.0,3.0,14.0,17.0,83.0,9.0,110.0,33.0,50.0,55.0,55.0,Arciom Lukjanienka,,https://youtube.com/watch?v=coFfFZvPmRY
bep,2017,am,Armenia,Artsvik,Fly With Me,18.0,1.0,5.0,16.0,18.0,79.0,7.0,152.0,21.0,58.0,65.0,87.0,Levon Navasardyan;Lilith Navasardyan,Avet Barseghyan;David Tserunyan,https://youtube.com/watch?v=g373Libigw8
beq,2017,gr,Greece,Demy,This is Love,19.0,1.0,15.0,10.0,19.0,77.0,10.0,115.0,29.0,48.0,54.0,61.0,Dimitris Kontopoulos,John Ballard;Romy Papadea,https://youtube.com/watch?v=iO14p2uCzkM
ber,2017,dk,Denmark,Anja,Where I Am,20.0,2.0,10.0,8.0,20.0,77.0,10.0,101.0,8.0,69.0,5.0,96.0,Angel Tupai;Anja Nissen;Michael D'Arcy,,https://youtube.com/watch?v=vUbGnq8maS0
bes,2017,cy,Cyprus,Hovig,Gravity,21.0,1.0,19.0,15.0,21.0,68.0,5.0,164.0,32.0,36.0,103.0,61.0,Thomas G:son,,https://youtube.com/watch?v=ZDe9FCLgE04
bet,2017,pl,Poland,Kasia Moś,Flashlight,22.0,1.0,2.0,11.0,22.0,64.0,9.0,119.0,41.0,23.0,69.0,50.0,Kasia Moś;Pete Barringer;Rickard Bonde Truumeel,,https://youtube.com/watch?v=xVCokUW3BUo
beu,2017,il,Israel,Imri Ziv,I Feel Alive,23.0,2.0,1.0,18.0,23.0,39.0,3.0,207.0,5.0,34.0,132.0,75.0,Dolev Ram;Penn Hazut,,https://youtube.com/watch?v=YapnW_zfWJk
bev,2017,ua,Ukraine,O.Torvald,Time,24.0,,22.0,,24.0,36.0,,,24.0,12.0,,,Denys Myzyuk;Yevhen Halych;Zhenia Galych,Yevhen Kamenchuk,https://youtube.com/watch?v=mogNLkIEI0k
bew,2017,de,Germany,Levina,Perfect Life,25.0,,21.0,,25.0,6.0,,,3.0,3.0,,,Dave Bassett;Lindsey Ray;Lindy Robbins,,https://youtube.com/watch?v=t1KKjykH6fw
bex,2017,es,Spain,Manel Navarro,Do It for Your Lover,26.0,,16.0,,26.0,5.0,,,5.0,0.0,,,Antonio Rayo;Manel Navarro,,https://youtube.com/watch?v=qAOXHdLdlqQ
bey,2017,ge,Georgia,Tamara Gachechiladze,Keep The Faith,27.0,1.0,,2.0,,,11.0,99.0,,,37.0,62.0,Anri Jokhadze,Tamara Gachechiladze,https://youtube.com/watch?v=agSS_a3ccgA
bez,2017,rs,Serbia,Tijana Bogićević,In Too Deep,28.0,2.0,,1.0,,,11.0,98.0,,,45.0,53.0,Borislav Milanov;Joacim Persson;Johan Alkenäs;Lisa Desmond,,https://youtube.com/watch?v=A0wAd-a0hXA
be0,2017,ch,Switzerland,Timebelle,Apollo,29.0,2.0,,13.0,,,12.0,97.0,,,49.0,48.0,Alessandra Günthardt;Elias Näslin;Nicolas Günthardt,,https://youtube.com/watch?v=OrNPRfS9Sbg
be1,2017,fi,Finland,Norma John,Blackbird,30.0,1.0,,7.0,,,12.0,92.0,,,51.0,41.0,Lasse Piirainen;Leena Tirronen,,https://youtube.com/watch?v=Ufba0nOz0fQ
be2,2017,ie,Ireland,Brendan Murray,Dying To Try,31.0,2.0,,9.0,,,13.0,86.0,,,41.0,45.0,James Newman;Jörgen Elofsson,,https://youtube.com/watch?v=EOpZikqrfOA
be3,2017,ee,Estonia,Koit Toome & Laura,Verona,32.0,2.0,,17.0,,,14.0,85.0,,,69.0,16.0,Sven Lõhmus,,https://youtube.com/watch?v=NxqPpzWYN1c
be4,2017,cz,Czech Republic,Martina Bárta,My Turn,33.0,1.0,,14.0,,,13.0,83.0,,,2.0,81.0,Greig Watts;Kyler Niko;Paul Drew;Pete Barringer,,https://youtube.com/watch?v=-KT8_ZOHAXE
be5,2017,al,Albania,Lindita,World,34.0,1.0,,4.0,,,14.0,76.0,,,38.0,38.0,Klodian Qafoku,Big Basta;Lindita Halimi,https://youtube.com/watch?v=NyKOBMAXFFA
be6,2017,mk,North Macedonia,Jana Burčeska,Dance Alone,35.0,2.0,,3.0,,,15.0,69.0,,,40.0,29.0,Alex Omar;Borislav Milanov;Florence A.;Joacim Persson,,https://youtube.com/watch?v=XvIbLOOWfYI
be7,2017,is,Iceland,Svala,Paper,36.0,1.0,,13.0,,,15.0,60.0,,,31.0,29.0,Einar Egilsson;Lester Mendez;Lily Elise;Svala Björgvinsdóttir,Lily Elise;Svala Björgvinsdóttir,https://youtube.com/watch?v=UPlm18-AlGg
be8,2017,me,Montenegro,Slavko Kalezić,Space,37.0,1.0,,6.0,,,16.0,56.0,,,39.0,17.0,Momčilo Zeković Zeko,Adis Eminić;Iva Boršić;Momčilo Zeković Zeko,https://youtube.com/watch?v=rQ1BXJpfa4I
be9,2017,mt,Malta,Claudia Faniello,Breathlessly,38.0,2.0,,4.0,,,16.0,55.0,,,0.0,55.0,Philip Vella;Sean Vella,Gerard James Borg,https://youtube.com/watch?v=OXn-Ettr7yk
bfa,2017,lt,Lithuania,Fusedmarc,Rain Of Revolution,39.0,2.0,,16.0,,,17.0,42.0,,,25.0,17.0,CIILIIA;Denis Zujev;Michail Levin,Denis Zujev;Michail Levin,https://youtube.com/watch?v=-7WpnSMEPjc
bfb,2017,si,Slovenia,Omar Naber,On My Way,40.0,1.0,,17.0,,,17.0,36.0,,,20.0,16.0,Omar Naber,,https://youtube.com/watch?v=vbGub2klcV4
bfc,2017,lv,Latvia,Triana Park,Line,41.0,1.0,,18.0,,,18.0,21.0,,,20.0,1.0,Agnese Rakovska;Kristaps Ērglis;Kristians Rakovskis,Agnese Rakovska,https://youtube.com/watch?v=Vxos6ceOrRA
bfd,2017,sm,San Marino,Valentina Monetta & Jimmie Wilson,Spirit Of The Night,42.0,2.0,,10.0,,,18.0,1.0,,,1.0,0.0,Ralph Siegel,Jutta Staudenmayer;Steven Barnacle,https://youtube.com/watch?v=UC7QzXPnt6k
bfe,2018,il,Israel,Netta Barzilai,Toy,1.0,1.0,22.0,7.0,1.0,529.0,1.0,283.0,317.0,212.0,116.0,167.0,Doron Medalie;Jack White;Stav Beger,Doron Medalie;Stav Beger,https://www.youtube.com/watch?v=CziHrYYSyPc
bff,2018,cy,Cyprus,Eleni Foureira,Fuego,2.0,1.0,25.0,19.0,2.0,436.0,2.0,262.0,253.0,183.0,173.0,89.0,Alex Papaconstantinou;Anderz Wrethov;Didrick;Geraldo Sandell;Viktor Svensson,Anderz Wrethov;Didrick;Geraldo Sandell;Viktor Svensson,https://www.youtube.com/watch?v=eDSgs6syrgg
bfg,2018,at,Austria,Cesár Sampson,Nobody But You,3.0,1.0,5.0,13.0,3.0,342.0,4.0,231.0,71.0,271.0,116.0,115.0,Borislav Milanov;Cesár Sampson;Joacim Persson;Johan Alkenäs;Sebastian Arman,,https://www.youtube.com/watch?v=I8MyztgOTv8
bfh,2018,de,Germany,Michael Schulte,You Let Me Walk Alone,4.0,,11.0,,4.0,340.0,,,136.0,204.0,,,Katharina Müller;Michael Schulte;Nisse Ingwersen;Thomas Stengaard,,https://www.youtube.com/watch?v=o_xTETHwIQg
bfi,2018,it,Italy,Ermal Meta & Fabrizio Moro,Non Mi Avete Fatto Niente,5.0,,26.0,,5.0,308.0,,,249.0,59.0,,,Andrea Febo;Ermal Meta;Fabrizio Moro,,https://www.youtube.com/watch?v=V4zO_1Z_1S8
bfj,2018,cz,Czech Republic,Mikolas Josef,Lie To Me,6.0,1.0,14.0,5.0,6.0,281.0,3.0,232.0,215.0,66.0,134.0,98.0,Mikolas Josef,,https://www.youtube.com/watch?v=k6_oxE2MxZE
bfk,2018,se,Sweden,Benjamin Ingrosso,Dance You Off,7.0,2.0,20.0,15.0,7.0,274.0,2.0,254.0,21.0,253.0,83.0,171.0,Benjamin Ingrosso;K Nita;Louis Schoorl;MAG,,https://www.youtube.com/watch?v=U2UmYBkszOA
bfl,2018,ee,Estonia,Elina Nechayeva,La Forza,8.0,1.0,6.0,9.0,8.0,245.0,5.0,201.0,102.0,143.0,120.0,81.0,Mihkel Mattisen;Timo Vendt,Elina Nechayeva;Ksenia Kuchukova,https://www.youtube.com/watch?v=76KOUIfDry8
